,lcl_id,ds,y,air_temperature
18743129,MAC004970,2012-11-06 09:30:00,0.032,4.0
18743130,MAC004970,2012-11-06 10:00:00,0.026,5.9
18743131,MAC004970,2012-11-06 10:30:00,0.06,5.9
18743132,MAC004970,2012-11-06 11:00:00,0.049,7.8
18743133,MAC004970,2012-11-06 11:30:00,0.03,7.8
18743134,MAC004970,2012-11-06 12:00:00,0.041,9.3
18743135,MAC004970,2012-11-06 12:30:00,0.029,9.3
18743136,MAC004970,2012-11-06 13:00:00,0.099,9.7
18743137,MAC004970,2012-11-06 13:30:00,0.838,9.7
18743138,MAC004970,2012-11-06 14:00:00,0.825,9.8
18743139,MAC004970,2012-11-06 14:30:00,0.146,9.8
18743140,MAC004970,2012-11-06 15:00:00,0.113,9.9
18743141,MAC004970,2012-11-06 15:30:00,0.826,9.9
18743142,MAC004970,2012-11-06 16:00:00,0.855,9.1
18743143,MAC004970,2012-11-06 16:30:00,0.855,9.1
18743144,MAC004970,2012-11-06 17:00:00,0.724,8.8
18743145,MAC004970,2012-11-06 17:30:00,1.005,8.8
18743146,MAC004970,2012-11-06 18:00:00,0.559,9.3
18743147,MAC004970,2012-11-06 18:30:00,0.436,9.3
18743148,MAC004970,2012-11-06 19:00:00,0.071,9.5
18743149,MAC004970,2012-11-06 19:30:00,0.141,9.5
18743150,MAC004970,2012-11-06 20:00:00,0.112,9.1
18743151,MAC004970,2012-11-06 20:30:00,0.444,9.1
18743152,MAC004970,2012-11-06 21:00:00,0.013,8.9
18743153,MAC004970,2012-11-06 21:30:00,0.055,8.9
18743154,MAC004970,2012-11-06 22:00:00,0.013,8.7
18743155,MAC004970,2012-11-06 22:30:00,0.022,8.7
18743156,MAC004970,2012-11-06 23:00:00,0.049,8.5
18743157,MAC004970,2012-11-06 23:30:00,0.013,8.5
18743158,MAC004970,2012-11-07 00:00:00,0.032,7.0
18743159,MAC004970,2012-11-07 00:30:00,0.787,7.0
18743160,MAC004970,2012-11-07 01:00:00,0.811,6.3
18743161,MAC004970,2012-11-07 01:30:00,0.817,6.3
18743162,MAC004970,2012-11-07 02:00:00,1.285,6.4
18743163,MAC004970,2012-11-07 02:30:00,1.9400001,6.4
18743164,MAC004970,2012-11-07 03:00:00,2.7750001,6.1
18743165,MAC004970,2012-11-07 03:30:00,2.592,6.1
18743166,MAC004970,2012-11-07 04:00:00,0.814,5.2
18743167,MAC004970,2012-11-07 04:30:00,1.049,5.2
18743168,MAC004970,2012-11-07 05:00:00,0.79,4.8
18743169,MAC004970,2012-11-07 05:30:00,0.813,4.8
18743170,MAC004970,2012-11-07 06:00:00,1.073,4.5
18743171,MAC004970,2012-11-07 06:30:00,0.856,4.5
18743172,MAC004970,2012-11-07 07:00:00,0.879,4.8
18743173,MAC004970,2012-11-07 07:30:00,0.465,4.8
18743174,MAC004970,2012-11-07 08:00:00,0.041,5.2
18743175,MAC004970,2012-11-07 08:30:00,0.03,5.2
18743176,MAC004970,2012-11-07 09:00:00,0.013,6.6
18743177,MAC004970,2012-11-07 09:30:00,0.036,6.6
18743178,MAC004970,2012-11-07 10:00:00,0.053,8.4
18743179,MAC004970,2012-11-07 10:30:00,0.023,8.4
18743180,MAC004970,2012-11-07 11:00:00,0.037,9.4
18743181,MAC004970,2012-11-07 11:30:00,0.031,9.4
18743182,MAC004970,2012-11-07 12:00:00,0.026,9.2
18743183,MAC004970,2012-11-07 12:30:00,0.027,9.2
18743184,MAC004970,2012-11-07 13:00:00,0.015,9.8
18743185,MAC004970,2012-11-07 13:30:00,0.053,9.8
18743186,MAC004970,2012-11-07 14:00:00,0.018,9.8
18743187,MAC004970,2012-11-07 14:30:00,0.013,9.8
18743188,MAC004970,2012-11-07 15:00:00,0.271,10.1
18743189,MAC004970,2012-11-07 15:30:00,0.036,10.1
18743190,MAC004970,2012-11-07 16:00:00,0.028,9.9
18743191,MAC004970,2012-11-07 16:30:00,0.03,9.9
18743192,MAC004970,2012-11-07 17:00:00,0.026,9.7
18743193,MAC004970,2012-11-07 17:30:00,0.093,9.7
18743194,MAC004970,2012-11-07 18:00:00,0.035,9.1
18743195,MAC004970,2012-11-07 18:30:00,0.016,9.1
18743196,MAC004970,2012-11-07 19:00:00,0.055,9.1
18743197,MAC004970,2012-11-07 19:30:00,0.014,9.1
18743198,MAC004970,2012-11-07 20:00:00,0.015,8.9
18743199,MAC004970,2012-11-07 20:30:00,0.034,8.9
18743200,MAC004970,2012-11-07 21:00:00,0.042,9.4
18743201,MAC004970,2012-11-07 21:30:00,0.026,9.4
18743202,MAC004970,2012-11-07 22:00:00,0.026,9.6
18743203,MAC004970,2012-11-07 22:30:00,0.013,9.6
18743204,MAC004970,2012-11-07 23:00:00,0.056,9.7
18743205,MAC004970,2012-11-07 23:30:00,0.013,9.7
18743206,MAC004970,2012-11-08 00:00:00,0.018,8.6
18743207,MAC004970,2012-11-08 00:30:00,1.557,8.6
18743208,MAC004970,2012-11-08 01:00:00,0.795,8.5
18743209,MAC004970,2012-11-08 01:30:00,1.071,8.5
18743210,MAC004970,2012-11-08 02:00:00,1.579,8.2
18743211,MAC004970,2012-11-08 02:30:00,1.617,8.2
18743212,MAC004970,2012-11-08 03:00:00,2.7539999,7.7
18743213,MAC004970,2012-11-08 03:30:00,2.293,7.7
18743214,MAC004970,2012-11-08 04:00:00,0.789,8.1
18743215,MAC004970,2012-11-08 04:30:00,0.907,8.1
18743216,MAC004970,2012-11-08 05:00:00,1.0089999,8.7
18743217,MAC004970,2012-11-08 05:30:00,0.954,8.7
18743218,MAC004970,2012-11-08 06:00:00,0.976,8.4
18743219,MAC004970,2012-11-08 06:30:00,1.126,8.4
18743220,MAC004970,2012-11-08 07:00:00,0.808,8.9
18743221,MAC004970,2012-11-08 07:30:00,0.393,8.9
18743222,MAC004970,2012-11-08 08:00:00,0.309,9.0
18743223,MAC004970,2012-11-08 08:30:00,0.827,9.0
18743224,MAC004970,2012-11-08 09:00:00,0.396,9.3
18743225,MAC004970,2012-11-08 09:30:00,0.691,9.3
18743226,MAC004970,2012-11-08 10:00:00,0.126,10.6
18743227,MAC004970,2012-11-08 10:30:00,0.016,10.6
18743228,MAC004970,2012-11-08 11:00:00,0.025,11.4
18743229,MAC004970,2012-11-08 11:30:00,0.091,11.4
18743230,MAC004970,2012-11-08 12:00:00,0.087,11.8
18743231,MAC004970,2012-11-08 12:30:00,0.036,11.8
18743232,MAC004970,2012-11-08 13:00:00,0.02,12.8
18743233,MAC004970,2012-11-08 13:30:00,0.026,12.8
18743234,MAC004970,2012-11-08 14:00:00,0.037,11.9
18743235,MAC004970,2012-11-08 14:30:00,0.025,11.9
18743236,MAC004970,2012-11-08 15:00:00,0.197,11.6
18743237,MAC004970,2012-11-08 15:30:00,0.835,11.6
18743238,MAC004970,2012-11-08 16:00:00,0.239,11.3
18743239,MAC004970,2012-11-08 16:30:00,0.41,11.3
18743240,MAC004970,2012-11-08 17:00:00,0.782,11.1
18743241,MAC004970,2012-11-08 17:30:00,0.481,11.1
18743242,MAC004970,2012-11-08 18:00:00,0.234,10.6
18743243,MAC004970,2012-11-08 18:30:00,0.704,10.6
18743244,MAC004970,2012-11-08 19:00:00,0.171,10.1
18743245,MAC004970,2012-11-08 19:30:00,0.386,10.1
18743246,MAC004970,2012-11-08 20:00:00,0.469,10.0
18743247,MAC004970,2012-11-08 20:30:00,0.112,10.0
18743248,MAC004970,2012-11-08 21:00:00,0.64,9.9
18743249,MAC004970,2012-11-08 21:30:00,0.035,9.9
18743250,MAC004970,2012-11-08 22:00:00,0.036,9.8
18743251,MAC004970,2012-11-08 22:30:00,0.111,9.8
18743252,MAC004970,2012-11-08 23:00:00,0.061,9.2
18743253,MAC004970,2012-11-08 23:30:00,0.032,9.2
18743254,MAC004970,2012-11-09 00:00:00,0.397,8.3
18743255,MAC004970,2012-11-09 00:30:00,1.973,8.3
18743256,MAC004970,2012-11-09 01:00:00,1.023,8.4
18743257,MAC004970,2012-11-09 01:30:00,0.79,8.4
18743258,MAC004970,2012-11-09 02:00:00,0.99,8.1
18743259,MAC004970,2012-11-09 02:30:00,0.891,8.1
18743260,MAC004970,2012-11-09 03:00:00,2.089,8.4
18743261,MAC004970,2012-11-09 03:30:00,2.1029999,8.4
18743262,MAC004970,2012-11-09 04:00:00,0.803,8.4
18743263,MAC004970,2012-11-09 04:30:00,0.98,8.4
18743264,MAC004970,2012-11-09 05:00:00,0.919,8.3
18743265,MAC004970,2012-11-09 05:30:00,0.812,8.3
18743266,MAC004970,2012-11-09 06:00:00,0.821,8.6
18743267,MAC004970,2012-11-09 06:30:00,0.811,8.6
18743268,MAC004970,2012-11-09 07:00:00,1.101,8.5
18743269,MAC004970,2012-11-09 07:30:00,0.038,8.5
18743270,MAC004970,2012-11-09 08:00:00,0.013,8.7
18743271,MAC004970,2012-11-09 08:30:00,0.027,8.7
18743272,MAC004970,2012-11-09 09:00:00,0.04,9.2
18743273,MAC004970,2012-11-09 09:30:00,0.013,9.2
18743274,MAC004970,2012-11-09 10:00:00,0.036,9.8
18743275,MAC004970,2012-11-09 10:30:00,0.029,9.8
18743276,MAC004970,2012-11-09 11:00:00,0.015,10.5
18743277,MAC004970,2012-11-09 11:30:00,0.034,10.5
18743278,MAC004970,2012-11-09 12:00:00,0.034,10.7
18743279,MAC004970,2012-11-09 12:30:00,0.025,10.7
18743280,MAC004970,2012-11-09 13:00:00,0.024,10.3
18743281,MAC004970,2012-11-09 13:30:00,0.018,10.3
18743282,MAC004970,2012-11-09 14:00:00,0.052,11.2
18743283,MAC004970,2012-11-09 14:30:00,0.144,11.2
18743284,MAC004970,2012-11-09 15:00:00,0.32,11.2
18743285,MAC004970,2012-11-09 15:30:00,0.856,11.2
18743286,MAC004970,2012-11-09 16:00:00,0.787,10.9
18743287,MAC004970,2012-11-09 16:30:00,0.765,10.9
18743288,MAC004970,2012-11-09 17:00:00,0.227,10.0
18743289,MAC004970,2012-11-09 17:30:00,0.536,10.0
18743290,MAC004970,2012-11-09 18:00:00,0.598,9.7
18743291,MAC004970,2012-11-09 18:30:00,0.017,9.7
18743292,MAC004970,2012-11-09 19:00:00,0.362,9.3
18743293,MAC004970,2012-11-09 19:30:00,0.067,9.3
18743294,MAC004970,2012-11-09 20:00:00,0.12,9.2
18743295,MAC004970,2012-11-09 20:30:00,0.027,9.2
18743296,MAC004970,2012-11-09 21:00:00,0.695,9.5
18743297,MAC004970,2012-11-09 21:30:00,0.774,9.5
18743298,MAC004970,2012-11-09 22:00:00,0.149,9.2
18743299,MAC004970,2012-11-09 22:30:00,0.043,9.2
18743300,MAC004970,2012-11-09 23:00:00,0.012,9.2
18743301,MAC004970,2012-11-09 23:30:00,0.742,9.2
18743302,MAC004970,2012-11-10 00:00:00,0.833,9.3
18743303,MAC004970,2012-11-10 00:30:00,2.335,9.3
18743304,MAC004970,2012-11-10 01:00:00,1.706,9.4
18743305,MAC004970,2012-11-10 01:30:00,0.851,9.4
18743306,MAC004970,2012-11-10 02:00:00,0.818,9.5
18743307,MAC004970,2012-11-10 02:30:00,0.813,9.5
18743308,MAC004970,2012-11-10 03:00:00,1.983,10.0
18743309,MAC004970,2012-11-10 03:30:00,1.688,10.0
18743310,MAC004970,2012-11-10 04:00:00,0.816,10.0
18743311,MAC004970,2012-11-10 04:30:00,1.073,10.0
18743312,MAC004970,2012-11-10 05:00:00,0.815,10.2
18743313,MAC004970,2012-11-10 05:30:00,0.867,10.2
18743314,MAC004970,2012-11-10 06:00:00,1.554,9.9
18743315,MAC004970,2012-11-10 06:30:00,1.327,9.9
18743316,MAC004970,2012-11-10 07:00:00,0.943,8.5
18743317,MAC004970,2012-11-10 07:30:00,0.046,8.5
18743318,MAC004970,2012-11-10 08:00:00,0.024,8.5
18743319,MAC004970,2012-11-10 08:30:00,0.013,8.5
18743320,MAC004970,2012-11-10 09:00:00,0.247,8.7
18743321,MAC004970,2012-11-10 09:30:00,0.257,8.7
18743322,MAC004970,2012-11-10 10:00:00,0.014,9.0
18743323,MAC004970,2012-11-10 10:30:00,0.037,9.0
18743324,MAC004970,2012-11-10 11:00:00,0.067,9.4
18743325,MAC004970,2012-11-10 11:30:00,0.035,9.4
18743326,MAC004970,2012-11-10 12:00:00,0.03,9.3
18743327,MAC004970,2012-11-10 12:30:00,0.013,9.3
18743328,MAC004970,2012-11-10 13:00:00,0.054,9.6
18743329,MAC004970,2012-11-10 13:30:00,0.03,9.6
18743330,MAC004970,2012-11-10 14:00:00,0.722,10.1
18743331,MAC004970,2012-11-10 14:30:00,0.396,10.1
18743332,MAC004970,2012-11-10 15:00:00,0.798,9.8
18743333,MAC004970,2012-11-10 15:30:00,0.617,9.8
18743334,MAC004970,2012-11-10 16:00:00,0.656,9.7
18743335,MAC004970,2012-11-10 16:30:00,0.5,9.7
18743336,MAC004970,2012-11-10 17:00:00,0.219,9.1
18743337,MAC004970,2012-11-10 17:30:00,0.088,9.1
18743338,MAC004970,2012-11-10 18:00:00,0.669,8.7
18743339,MAC004970,2012-11-10 18:30:00,0.298,8.7
18743340,MAC004970,2012-11-10 19:00:00,0.605,8.0
18743341,MAC004970,2012-11-10 19:30:00,0.277,8.0
18743342,MAC004970,2012-11-10 20:00:00,0.293,7.2
18743343,MAC004970,2012-11-10 20:30:00,0.805,7.2
18743344,MAC004970,2012-11-10 21:00:00,0.22,6.9
18743345,MAC004970,2012-11-10 21:30:00,0.145,6.9
18743346,MAC004970,2012-11-10 22:00:00,0.818,6.5
18743347,MAC004970,2012-11-10 22:30:00,0.203,6.5
18743348,MAC004970,2012-11-10 23:00:00,0.367,5.7
18743349,MAC004970,2012-11-10 23:30:00,0.718,5.7
18743350,MAC004970,2012-11-11 00:00:00,0.854,3.7
18743351,MAC004970,2012-11-11 00:30:00,0.882,3.7
18743352,MAC004970,2012-11-11 01:00:00,0.803,3.3
18743353,MAC004970,2012-11-11 01:30:00,0.943,3.3
18743354,MAC004970,2012-11-11 02:00:00,1.515,3.6
18743355,MAC004970,2012-11-11 02:30:00,0.809,3.6
18743356,MAC004970,2012-11-11 03:00:00,1.983,2.4
18743357,MAC004970,2012-11-11 03:30:00,1.888,2.4
18743358,MAC004970,2012-11-11 04:00:00,0.863,2.3
18743359,MAC004970,2012-11-11 04:30:00,1.1160001,2.3
18743360,MAC004970,2012-11-11 05:00:00,0.828,2.1
18743361,MAC004970,2012-11-11 05:30:00,0.803,2.1
18743362,MAC004970,2012-11-11 06:00:00,0.796,2.0
18743363,MAC004970,2012-11-11 06:30:00,1.136,2.0
18743364,MAC004970,2012-11-11 07:00:00,0.813,2.0
18743365,MAC004970,2012-11-11 07:30:00,0.021,2.0
18743366,MAC004970,2012-11-11 08:00:00,0.027,2.2
18743367,MAC004970,2012-11-11 08:30:00,0.035,2.2
18743368,MAC004970,2012-11-11 09:00:00,0.032,3.2
18743369,MAC004970,2012-11-11 09:30:00,0.016,3.2
18743370,MAC004970,2012-11-11 10:00:00,0.014,5.0
18743371,MAC004970,2012-11-11 10:30:00,0.062,5.0
18743372,MAC004970,2012-11-11 11:00:00,0.014,7.1
18743373,MAC004970,2012-11-11 11:30:00,0.022,7.1
18743374,MAC004970,2012-11-11 12:00:00,0.034,8.5
18743375,MAC004970,2012-11-11 12:30:00,0.029,8.5
18743376,MAC004970,2012-11-11 13:00:00,1.017,9.9
18743377,MAC004970,2012-11-11 13:30:00,0.641,9.9
18743378,MAC004970,2012-11-11 14:00:00,0.848,10.6
18743379,MAC004970,2012-11-11 14:30:00,0.058,10.6
18743380,MAC004970,2012-11-11 15:00:00,0.013,10.3
18743381,MAC004970,2012-11-11 15:30:00,0.616,10.3
18743382,MAC004970,2012-11-11 16:00:00,0.448,9.0
18743383,MAC004970,2012-11-11 16:30:00,0.773,9.0
18743384,MAC004970,2012-11-11 17:00:00,0.807,8.2
18743385,MAC004970,2012-11-11 17:30:00,0.836,8.2
18743386,MAC004970,2012-11-11 18:00:00,0.847,7.9
18743387,MAC004970,2012-11-11 18:30:00,0.826,7.9
18743388,MAC004970,2012-11-11 19:00:00,0.05,7.2
18743389,MAC004970,2012-11-11 19:30:00,0.024,7.2
18743390,MAC004970,2012-11-11 20:00:00,0.026,6.7
18743391,MAC004970,2012-11-11 20:30:00,0.034,6.7
18743392,MAC004970,2012-11-11 21:00:00,0.395,6.4
18743393,MAC004970,2012-11-11 21:30:00,0.486,6.4
18743394,MAC004970,2012-11-11 22:00:00,0.695,5.8
18743395,MAC004970,2012-11-11 22:30:00,0.136,5.8
18743396,MAC004970,2012-11-11 23:00:00,0.271,5.9
18743397,MAC004970,2012-11-11 23:30:00,0.037,5.9
18743398,MAC004970,2012-11-12 00:00:00,0.036,4.3
18743399,MAC004970,2012-11-12 00:30:00,1.5319999,4.3
18743400,MAC004970,2012-11-12 01:00:00,0.814,4.5
18743401,MAC004970,2012-11-12 01:30:00,0.82,4.5
18743402,MAC004970,2012-11-12 02:00:00,0.803,4.8
18743403,MAC004970,2012-11-12 02:30:00,1.553,4.8
18743404,MAC004970,2012-11-12 03:00:00,2.2060001,4.5
18743405,MAC004970,2012-11-12 03:30:00,2.2950001,4.5
18743406,MAC004970,2012-11-12 04:00:00,1.061,4.2
18743407,MAC004970,2012-11-12 04:30:00,1.204,4.2
18743408,MAC004970,2012-11-12 05:00:00,0.886,4.9
18743409,MAC004970,2012-11-12 05:30:00,0.794,4.9
18743410,MAC004970,2012-11-12 06:00:00,1.1,4.8
18743411,MAC004970,2012-11-12 06:30:00,0.817,4.8
18743412,MAC004970,2012-11-12 07:00:00,0.82,6.2
18743413,MAC004970,2012-11-12 07:30:00,0.033,6.2
18743414,MAC004970,2012-11-12 08:00:00,0.016,6.3
18743415,MAC004970,2012-11-12 08:30:00,0.031,6.3
18743416,MAC004970,2012-11-12 09:00:00,0.039,7.3
18743417,MAC004970,2012-11-12 09:30:00,0.013,7.3
18743418,MAC004970,2012-11-12 10:00:00,0.022,8.1
18743419,MAC004970,2012-11-12 10:30:00,0.044,8.1
18743420,MAC004970,2012-11-12 11:00:00,0.013,9.4
18743421,MAC004970,2012-11-12 11:30:00,0.034,9.4
18743422,MAC004970,2012-11-12 12:00:00,0.032,9.8
18743423,MAC004970,2012-11-12 12:30:00,0.013,9.8
18743424,MAC004970,2012-11-12 13:00:00,0.036,9.9
18743425,MAC004970,2012-11-12 13:30:00,0.034,9.9
18743426,MAC004970,2012-11-12 14:00:00,0.025,10.4
18743427,MAC004970,2012-11-12 14:30:00,0.024,10.4
18743428,MAC004970,2012-11-12 15:00:00,0.255,11.0
18743429,MAC004970,2012-11-12 15:30:00,0.693,11.0
18743430,MAC004970,2012-11-12 16:00:00,0.799,11.2
18743431,MAC004970,2012-11-12 16:30:00,0.819,11.2
18743432,MAC004970,2012-11-12 17:00:00,0.872,11.4
18743433,MAC004970,2012-11-12 17:30:00,0.896,11.4
18743434,MAC004970,2012-11-12 18:00:00,0.931,11.8
18743435,MAC004970,2012-11-12 18:30:00,0.929,11.8
18743436,MAC004970,2012-11-12 19:00:00,0.842,12.3
18743437,MAC004970,2012-11-12 19:30:00,0.564,12.3
18743438,MAC004970,2012-11-12 20:00:00,0.333,12.5
18743439,MAC004970,2012-11-12 20:30:00,0.794,12.5
18743440,MAC004970,2012-11-12 21:00:00,0.683,12.5
18743441,MAC004970,2012-11-12 21:30:00,0.751,12.5
18743442,MAC004970,2012-11-12 22:00:00,0.531,12.1
18743443,MAC004970,2012-11-12 22:30:00,0.487,12.1
18743444,MAC004970,2012-11-12 23:00:00,0.04,11.7
18743445,MAC004970,2012-11-12 23:30:00,0.441,11.7
18743446,MAC004970,2012-11-13 00:00:00,0.456,11.5
18743447,MAC004970,2012-11-13 00:30:00,1.046,11.5
18743448,MAC004970,2012-11-13 01:00:00,0.799,11.3
18743449,MAC004970,2012-11-13 01:30:00,0.808,11.3
18743450,MAC004970,2012-11-13 02:00:00,0.785,11.4
18743451,MAC004970,2012-11-13 02:30:00,0.817,11.4
18743452,MAC004970,2012-11-13 03:00:00,2.0150001,10.8
18743453,MAC004970,2012-11-13 03:30:00,1.6799999,10.8
18743454,MAC004970,2012-11-13 04:00:00,1.198,10.3
18743455,MAC004970,2012-11-13 04:30:00,0.861,10.3
18743456,MAC004970,2012-11-13 05:00:00,1.109,10.1
18743457,MAC004970,2012-11-13 05:30:00,0.787,10.1
18743458,MAC004970,2012-11-13 06:00:00,0.789,10.2
18743459,MAC004970,2012-11-13 06:30:00,0.854,10.2
18743460,MAC004970,2012-11-13 07:00:00,1.103,10.5
18743461,MAC004970,2012-11-13 07:30:00,0.026,10.5
18743462,MAC004970,2012-11-13 08:00:00,0.04,10.8
18743463,MAC004970,2012-11-13 08:30:00,0.014,10.8
18743464,MAC004970,2012-11-13 09:00:00,0.036,11.7
18743465,MAC004970,2012-11-13 09:30:00,0.023,11.7
18743466,MAC004970,2012-11-13 10:00:00,0.027,12.5
18743467,MAC004970,2012-11-13 10:30:00,0.032,12.5
18743468,MAC004970,2012-11-13 11:00:00,0.012,14.1
18743469,MAC004970,2012-11-13 11:30:00,0.047,14.1
18743470,MAC004970,2012-11-13 12:00:00,0.019,15.0
18743471,MAC004970,2012-11-13 12:30:00,0.013,15.0
18743472,MAC004970,2012-11-13 13:00:00,0.058,14.5
18743473,MAC004970,2012-11-13 13:30:00,0.013,14.5
18743474,MAC004970,2012-11-13 14:00:00,0.021,14.4
18743475,MAC004970,2012-11-13 14:30:00,0.047,14.4
18743476,MAC004970,2012-11-13 15:00:00,0.306,14.2
18743477,MAC004970,2012-11-13 15:30:00,0.676,14.2
18743478,MAC004970,2012-11-13 16:00:00,0.443,13.7
18743479,MAC004970,2012-11-13 16:30:00,0.134,13.7
18743480,MAC004970,2012-11-13 17:00:00,0.653,13.3
18743481,MAC004970,2012-11-13 17:30:00,0.286,13.3
18743482,MAC004970,2012-11-13 18:00:00,0.391,13.0
18743483,MAC004970,2012-11-13 18:30:00,0.573,13.0
18743484,MAC004970,2012-11-13 19:00:00,0.153,12.6
18743485,MAC004970,2012-11-13 19:30:00,0.193,12.6
18743486,MAC004970,2012-11-13 20:00:00,0.793,12.6
18743487,MAC004970,2012-11-13 20:30:00,1.142,12.6
18743488,MAC004970,2012-11-13 21:00:00,0.87,12.4
18743489,MAC004970,2012-11-13 21:30:00,0.427,12.4
18743490,MAC004970,2012-11-13 22:00:00,0.646,12.4
18743491,MAC004970,2012-11-13 22:30:00,0.158,12.4
18743492,MAC004970,2012-11-13 23:00:00,0.021,12.5
18743493,MAC004970,2012-11-13 23:30:00,0.498,12.5
18743494,MAC004970,2012-11-14 00:00:00,0.018,11.8
18743495,MAC004970,2012-11-14 00:30:00,1.941,11.8
18743496,MAC004970,2012-11-14 01:00:00,1.9579999,11.4
18743497,MAC004970,2012-11-14 01:30:00,1.905,11.4
18743498,MAC004970,2012-11-14 02:00:00,1.95,11.3
18743499,MAC004970,2012-11-14 02:30:00,1.949,11.3
18743500,MAC004970,2012-11-14 03:00:00,3.0569999,11.2
18743501,MAC004970,2012-11-14 03:30:00,3.277,11.2
18743502,MAC004970,2012-11-14 04:00:00,2.013,11.3
18743503,MAC004970,2012-11-14 04:30:00,2.375,11.3
18743504,MAC004970,2012-11-14 05:00:00,1.913,11.0
18743505,MAC004970,2012-11-14 05:30:00,1.478,11.0
18743506,MAC004970,2012-11-14 06:00:00,1.6109999,10.1
18743507,MAC004970,2012-11-14 06:30:00,1.355,10.1
18743508,MAC004970,2012-11-14 07:00:00,1.358,9.9
18743509,MAC004970,2012-11-14 07:30:00,0.203,9.9
18743510,MAC004970,2012-11-14 08:00:00,0.03,10.7
18743511,MAC004970,2012-11-14 08:30:00,0.038,10.7
18743512,MAC004970,2012-11-14 09:00:00,0.013,10.7
18743513,MAC004970,2012-11-14 09:30:00,0.041,10.7
18743514,MAC004970,2012-11-14 10:00:00,0.032,10.5
18743515,MAC004970,2012-11-14 10:30:00,0.012,10.5
18743516,MAC004970,2012-11-14 11:00:00,0.052,11.7
18743517,MAC004970,2012-11-14 11:30:00,0.02,11.7
18743518,MAC004970,2012-11-14 12:00:00,0.012,12.7
18743519,MAC004970,2012-11-14 12:30:00,0.044,12.7
18743520,MAC004970,2012-11-14 13:00:00,0.027,13.6
18743521,MAC004970,2012-11-14 13:30:00,0.023,13.6
18743522,MAC004970,2012-11-14 14:00:00,0.032,13.5
18743523,MAC004970,2012-11-14 14:30:00,0.409,13.5
18743524,MAC004970,2012-11-14 15:00:00,0.246,13.5
18743525,MAC004970,2012-11-14 15:30:00,0.229,13.5
18743526,MAC004970,2012-11-14 16:00:00,0.781,12.6
18743527,MAC004970,2012-11-14 16:30:00,0.626,12.6
18743528,MAC004970,2012-11-14 17:00:00,0.023,10.5
18743529,MAC004970,2012-11-14 17:30:00,0.57,10.5
18743530,MAC004970,2012-11-14 18:00:00,0.625,8.8
18743531,MAC004970,2012-11-14 18:30:00,0.795,8.8
18743532,MAC004970,2012-11-14 19:00:00,0.37,8.2
18743533,MAC004970,2012-11-14 19:30:00,0.82,8.2
18743534,MAC004970,2012-11-14 20:00:00,0.786,8.0
18743535,MAC004970,2012-11-14 20:30:00,0.119,8.0
18743536,MAC004970,2012-11-14 21:00:00,0.445,6.3
18743537,MAC004970,2012-11-14 21:30:00,0.646,6.3
18743538,MAC004970,2012-11-14 22:00:00,0.107,7.2
18743539,MAC004970,2012-11-14 22:30:00,0.324,7.2
18743540,MAC004970,2012-11-14 23:00:00,0.058,6.2
18743541,MAC004970,2012-11-14 23:30:00,0.02,6.2
18743542,MAC004970,2012-11-15 00:00:00,0.02,6.5
18743543,MAC004970,2012-11-15 00:30:00,1.971,6.5
18743544,MAC004970,2012-11-15 01:00:00,1.936,5.7
18743545,MAC004970,2012-11-15 01:30:00,1.949,5.7
18743546,MAC004970,2012-11-15 02:00:00,1.943,4.6
18743547,MAC004970,2012-11-15 02:30:00,1.915,4.6
18743548,MAC004970,2012-11-15 03:00:00,3.1070001,5.2
18743549,MAC004970,2012-11-15 03:30:00,2.8710001,5.2
18743550,MAC004970,2012-11-15 04:00:00,1.95,6.0
18743551,MAC004970,2012-11-15 04:30:00,1.526,6.0
18743552,MAC004970,2012-11-15 05:00:00,1.4220001,5.7
18743553,MAC004970,2012-11-15 05:30:00,1.989,5.7
18743554,MAC004970,2012-11-15 06:00:00,1.0650001,6.2
18743555,MAC004970,2012-11-15 06:30:00,1.11,6.2
18743556,MAC004970,2012-11-15 07:00:00,1.388,6.6
18743557,MAC004970,2012-11-15 07:30:00,0.012,6.6
18743558,MAC004970,2012-11-15 08:00:00,0.025,6.7
18743559,MAC004970,2012-11-15 08:30:00,0.04,6.7
18743560,MAC004970,2012-11-15 09:00:00,0.018,7.4
18743561,MAC004970,2012-11-15 09:30:00,0.488,7.4
18743562,MAC004970,2012-11-15 10:00:00,0.539,7.5
18743563,MAC004970,2012-11-15 10:30:00,0.62,7.5
18743564,MAC004970,2012-11-15 11:00:00,0.289,8.0
18743565,MAC004970,2012-11-15 11:30:00,0.538,8.0
18743566,MAC004970,2012-11-15 12:00:00,0.579,8.3
18743567,MAC004970,2012-11-15 12:30:00,0.061,8.3
18743568,MAC004970,2012-11-15 13:00:00,0.022,8.6
18743569,MAC004970,2012-11-15 13:30:00,0.069,8.6
18743570,MAC004970,2012-11-15 14:00:00,0.032,9.3
18743571,MAC004970,2012-11-15 14:30:00,0.019,9.3
18743572,MAC004970,2012-11-15 15:00:00,0.067,9.5
18743573,MAC004970,2012-11-15 15:30:00,0.047,9.5
18743574,MAC004970,2012-11-15 16:00:00,0.013,8.9
18743575,MAC004970,2012-11-15 16:30:00,0.049,8.9
18743576,MAC004970,2012-11-15 17:00:00,0.025,8.3
18743577,MAC004970,2012-11-15 17:30:00,0.026,8.3
